candid_str,oid,candid,mjd,fid,diffmaglim,magpsf,magap,sigmapsf,sigmagap,ra,dec,sigmara,sigmadec,isdiffpos,distpsnr1,sgscore1,field,rcid,magnr,sigmagnr,rb,magpsf_corr,magap_corr,sigmapsf_corr,sigmagap_corr,has_stamps,parent_candid
"525406213315010006","ZTF18aavqlpk",525406213315010000,58279.4062152999,2,20.5672435760498,15.689546585083,15.727499961853,0.00493755005300045,0.00680000009015203,309.2831579,35.0195726,0.09,0.09,-1,0.270125359296799,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.696666657924652,15.689546585083,15.727499961853,0.00493755005300045,0.00680000009015203,"",""
"525448473315010004","ZTF18aavqlpk",525448473315010000,58279.4484722,1,20.7276172637939,19.5863132476807,19.5881004333496,0.0817659795284271,0.12610000371933,309.2832602,35.0195147,0.09,0.09,-1,0.589643478393555,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.786666691303253,19.5863132476807,19.5881004333496,0.0817659795284271,0.12610000371933,"",""
"526363343315010014","ZTF18aavqlpk",526363343315010000,58280.3633448998,2,20.8504199981689,15.6208000183105,15.6828002929688,0.00431569805368781,0.00600000005215406,309.2831599,35.0195669,0.09,0.09,-1,0.291381925344467,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.613333344459534,15.6208000183105,15.6828002929688,0.00431569805368781,0.00600000005215406,"",""
"526408763315010003","ZTF18aavqlpk",526408763315010000,58280.4087616,1,20.8111419677734,19.5835514068604,19.7385997772217,0.0777997151017189,0.142499998211861,309.2832276,35.0195618,0.09,0.09,-1,0.396864086389542,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.819999992847443,19.5835514068604,19.7385997772217,0.0777997151017189,0.142499998211861,"",""
"527401683315010003","ZTF18aavqlpk",527401683315010000,58281.4016898,1,21.022762298584,19.643913269043,19.613000869751,0.0726106017827988,0.11089999973774,309.2832141,35.0195802,0.09,0.09,-1,0.32073575258255,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.716666638851166,19.643913269043,19.613000869751,0.0726106017827988,0.11089999973774,"",""
"527448113315010004","ZTF18aavqlpk",527448113315010000,58281.4481134,2,20.9258594512939,15.6156101226807,15.6742000579834,0.00419072434306145,0.00579999992623925,309.2831472,35.0195637,0.09,0.09,-1,0.298195213079453,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.540000021457672,15.6156101226807,15.6742000579834,0.00419072434306145,0.00579999992623925,"",""
"528402043315010002","ZTF18aavqlpk",528402043315010000,58282.4020485999,1,20.6746978759766,19.6530380249023,19.6604995727539,0.0930486395955086,0.143299996852875,309.2832864,35.0195583,0.09,0.09,-1,0.532561838626862,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.673333346843719,19.6530380249023,19.6604995727539,0.0930486395955086,0.143299996852875,"",""
"528456753315010009","ZTF18aavqlpk",528456753315010000,58282.4567593001,2,20.4763698577881,15.6217565536499,15.6885995864868,0.00495344679802656,0.00700000021606684,309.2831764,35.0195537,0.09,0.09,-1,0.349379450082779,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.636666655540466,15.6217565536499,15.6885995864868,0.00495344679802656,0.00700000021606684,"",""
"529384533315010012","ZTF18aavqlpk",529384533315010000,58283.3845370002,2,20.7203922271729,15.6127099990845,15.6496000289917,0.00430049793794751,0.00600000005215406,309.2831551,35.0195648,0.09,0.09,-1,0.296536535024643,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.560000002384186,15.6127099990845,15.6496000289917,0.00430049793794751,0.00600000005215406,"",""
"529404493315010002","ZTF18aavqlpk",529404493315010000,58283.4044907,1,20.9962711334229,19.7033805847168,19.5976009368896,0.0779392421245575,0.109899997711182,309.2832533,35.0195654,0.09,0.09,-1,0.440547943115234,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.783333361148834,19.7033805847168,19.5976009368896,0.0779392421245575,0.109899997711182,"",""
"531411663315010010","ZTF18aavqlpk",531411663315010000,58285.4116667002,2,20.8531227111816,15.5916576385498,15.6198997497559,0.00408054096624255,0.00559999980032444,309.283172,35.0195692,0.09,0.09,-1,0.292271167039871,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.579999983310699,15.5916576385498,15.6198997497559,0.00408054096624255,0.00559999980032444,"",""
"531458863315010006","ZTF18aavqlpk",531458863315010000,58285.4588656998,1,21.063346862793,19.7137069702148,19.8341007232666,0.0764395594596863,0.132100000977516,309.2832599,35.0195798,0.09,0.09,-1,0.423995137214661,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.816666662693024,19.7137069702148,19.8341007232666,0.0764395594596863,0.132100000977516,"",""
"533401743315010004","ZTF18aavqlpk",533401743315010000,58287.4017476998,1,20.4551372528076,19.3483924865723,19.3983001708984,0.0740389451384544,0.112099997699261,309.2831912,35.0194232,0.09,0.09,-1,0.816852152347565,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.483333319425583,19.3483924865723,19.3983001708984,0.0740389451384544,0.112099997699261,"",""
"535412833315010003","ZTF18aavqlpk",535412833315010000,58289.4128355999,1,20.7379722595215,19.7470054626465,19.6734008789062,0.204923272132874,0.135199993848801,309.2832998,35.0195467,0.09,0.09,-1,0.589252531528473,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.550000011920929,19.7470054626465,19.6734008789062,0.204923272132874,0.135199993848801,"",""
"536380493315010006","ZTF18aavqlpk",536380493315010000,58290.3804977001,2,20.9072246551514,15.5278444290161,15.5604000091553,0.0304658114910126,0.00540000014007092,309.2831493,35.019556,0.09,0.09,-1,0.326261937618256,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.593333303928375,15.5278444290161,15.5604000091553,0.0304658114910126,0.00540000014007092,"",""
"536437163315010003","ZTF18aavqlpk",536437163315010000,58290.4371643998,1,20.6601009368896,19.616361618042,19.6625995635986,0.145103305578232,0.135399997234344,309.2832683,35.0195663,0.09,0.09,-1,0.472620487213135,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.663333356380463,19.616361618042,19.6625995635986,0.145103305578232,0.135399997234344,"",""
"537436853315010006","ZTF18aavqlpk",537436853315010000,58291.4368519001,1,21.0279026031494,19.695873260498,19.7353992462158,0.135910391807556,0.121699996292591,309.2833195,35.0195837,0.09,0.09,-1,0.571852803230286,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.693333327770233,19.695873260498,19.7353992462158,0.135910391807556,0.121699996292591,"",""
"537479063315010009","ZTF18aavqlpk",537479063315010000,58291.4790624999,2,20.4439430236816,15.5297451019287,15.5481004714966,0.0388513654470444,0.00620000017806888,309.2831647,35.0195546,0.09,0.09,-1,0.337580859661102,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.54666668176651,15.5297451019287,15.5481004714966,0.0388513654470444,0.00620000017806888,"",""
"538437153315010005","ZTF18aavqlpk",538437153315010000,58292.4371528002,1,21.0257244110107,19.6588020324707,19.5856990814209,0.129869431257248,0.105999998748302,309.2833159,35.0195838,0.09,0.09,-1,0.561971783638,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.70333331823349,19.6588020324707,19.5856990814209,0.129869431257248,0.105999998748302,"",""
"538464693315010008","ZTF18aavqlpk",538464693315010000,58292.4646990998,2,20.8404350280762,15.4881362915039,15.5193004608154,0.027296744287014,0.0052000000141561,309.2831724,35.0195628,0.09,0.09,-1,0.314600020647049,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.589999973773956,15.4881362915039,15.5193004608154,0.027296744287014,0.0052000000141561,"",""
"539421733315010007","ZTF18aavqlpk",539421733315010000,58293.4217361002,1,20.5137691497803,19.5570526123047,19.4235992431641,0.133217290043831,0.129999995231628,309.2832879,35.0195316,0.09,0.09,-1,0.598020851612091,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.663333356380463,19.5570526123047,19.4235992431641,0.133217290043831,0.129999995231628,"",""
"539479523315010004","ZTF18aavqlpk",539479523315010000,58293.4795255,2,20.588846206665,15.4731197357178,15.5315999984741,0.0359915196895599,0.00579999992623925,309.2831667,35.0195765,0.09,0.09,-1,0.262528508901596,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.553333342075348,15.4731197357178,15.5315999984741,0.0359915196895599,0.00579999992623925,"",""
"540464403315010007","ZTF18aavqlpk",540464403315010000,58294.4644097001,2,20.8922328948975,15.4571533203125,15.5013999938965,0.0397005528211594,0.00510000018402934,309.2831604,35.0195711,0.09,0.09,-1,0.276843756437302,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.556666672229767,15.4571533203125,15.5013999938965,0.0397005528211594,0.00510000018402934,"",""
"542332323315010009","ZTF18aavqlpk",542332323315010000,58296.3323264001,2,19.6506977081299,15.4355878829956,15.506799697876,0.0249476172029972,0.00860000029206276,309.2831464,35.0195648,0.09,0.09,-1,0.294111609458923,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.726666688919067,15.4355878829956,15.506799697876,0.0249476172029972,0.00860000029206276,"",""
"542447773315010002","ZTF18aavqlpk",542447773315010000,58296.4477777998,1,19.7816753387451,19.4612236022949,19.3043003082275,0.170856580138206,0.23589999973774,309.2832967,35.0195819,0.09,0.09,-1,0.513674557209015,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.653333306312561,19.4612236022949,19.3043003082275,0.170856580138206,0.23589999973774,"",""
"545441423315010001","ZTF18aavqlpk",545441423315010000,58299.4414236001,1,19.8263454437256,19.624662399292,19.4827003479004,0.210771977901459,0.28439998626709,309.2833073,35.0195985,0.09,0.09,-1,0.51894211769104,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.563333332538605,19.624662399292,19.4827003479004,0.210771977901459,0.28439998626709,"",""
"546377933315010007","ZTF18aavqlpk",546377933315010000,58300.3779397998,2,19.9603824615479,15.4278078079224,15.4638004302979,0.0322360508143902,0.00730000017210841,309.2831524,35.0195617,0.09,0.09,-1,0.306641608476639,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.633333325386047,15.4278078079224,15.4638004302979,0.0322360508143902,0.00730000017210841,"",""
"546447063315010002","ZTF18aavqlpk",546447063315010000,58300.4470601999,1,19.9769725799561,19.484977722168,19.5755996704102,0.191262468695641,0.264999985694885,309.2832296,35.0196366,0.09,0.09,-1,0.262762844562531,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.579999983310699,19.484977722168,19.5755996704102,0.191262468695641,0.264999985694885,"",""
"547322243315010002","ZTF18aavqlpk",547322243315010000,58301.3222453999,1,20.1389446258545,19.2098121643066,19.3474006652832,0.156390383839607,0.19200000166893,309.2832144,35.0195744,0.09,0.09,-1,0.337103396654129,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.629999995231628,19.2098121643066,19.3474006652832,0.156390383839607,0.19200000166893,"",""
"547387993315010009","ZTF18aavqlpk",547387993315010000,58301.3879976999,2,20.1877975463867,15.4275903701782,15.4437999725342,0.0360214300453663,0.0063999998383224,309.2831558,35.0194852,0.09,0.09,-1,0.581860899925232,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.536666691303253,15.4275903701782,15.4437999725342,0.0360214300453663,0.0063999998383224,"",""
"548435633315010003","ZTF18aavqlpk",548435633315010000,58302.4356366,1,20.15065574646,19.4386749267578,19.3931007385254,0.172958448529243,0.187900006771088,309.2834726,35.0196138,0.09,0.09,-1,0.983831405639648,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.566666662693024,19.4386749267578,19.3931007385254,0.172958448529243,0.187900006771088,"",""
"549369963315010007","ZTF18aavqlpk",549369963315010000,58303.3699653,2,20.2967472076416,15.3987827301025,15.4317998886108,0.0232143606990576,0.0059000002220273,309.2831601,35.0195621,0.09,0.09,-1,0.308475196361542,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.540000021457672,15.3987827301025,15.4317998886108,0.0232143606990576,0.0059000002220273,"",""
"549404743315010002","ZTF18aavqlpk",549404743315010000,58303.4047454,1,20.3655891418457,19.3221206665039,19.3917999267578,0.116581097245216,0.161899998784065,309.2832104,35.0195954,0.09,0.09,-1,0.274268090724945,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.75,19.3221206665039,19.3917999267578,0.116581097245216,0.161899998784065,"",""
"550361583315010010","ZTF18aavqlpk",550361583315010000,58304.3615855998,2,20.6160907745361,15.3753890991211,15.4088001251221,0.0277723670005798,0.0052000000141561,309.2831428,35.019572,0.09,0.09,-1,0.26784148812294,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.626666665077209,15.3753890991211,15.4088001251221,0.0277723670005798,0.0052000000141561,"",""
"550428493315010005","ZTF18aavqlpk",550428493315010000,58304.4284954001,1,20.5122337341309,19.3168315887451,19.3122005462646,0.125507920980453,0.127599999308586,309.2832222,35.0195989,0.09,0.09,-1,0.29350483417511,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.756666660308838,19.3168315887451,19.3122005462646,0.125507920980453,0.127599999308586,"",""
"551395263315010025","ZTF18aavqlpk",551395263315010050,58305.3952662,2,20.2007255554199,15.3737745285034,15.4111995697021,0.0322971418499947,0.00600000005215406,309.2831399,35.0195637,0.09,0.09,-1,0.297711789608002,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.643333315849304,15.3737745285034,15.4111995697021,0.0322971418499947,0.00600000005215406,"",""
"551443843315010005","ZTF18aavqlpk",551443843315010000,58305.4438426001,1,20.2565250396729,19.3492317199707,19.5988998413086,0.11932635307312,0.18529999256134,309.2832989,35.0195966,0.09,0.09,-1,0.498072266578674,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.769999980926514,19.3492317199707,19.5988998413086,0.11932635307312,0.18529999256134,"",""
"553337843315010005","ZTF18aavqlpk",553337843315010000,58307.3378472002,1,21.0006980895996,19.4795341491699,19.4904003143311,0.136088624596596,0.103399999439716,309.2832085,35.0195787,0.09,0.09,-1,0.314097911119461,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.689999997615814,19.4795341491699,19.4904003143311,0.136088624596596,0.103399999439716,"",""
"553380683315010008","ZTF18aavqlpk",553380683315010000,58307.3806829001,2,20.8377952575684,15.3515930175781,15.3850002288818,0.0319298058748245,0.00480000022798777,309.2831576,35.0195711,0.09,0.09,-1,0.275281548500061,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.576666653156281,15.3515930175781,15.3850002288818,0.0319298058748245,0.00480000022798777,"",""
"554356073315010001","ZTF18aavqlpk",554356073315010000,58308.3560763998,2,18.7916030883789,15.3693170547485,15.3627004623413,0.0417136661708355,0.0197000000625849,309.2831415,35.01959,0.09,0.09,-1,0.203005030751228,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.686666667461395,15.3693170547485,15.3627004623413,0.0417136661708355,0.0197000000625849,"",""
"556338193315010008","ZTF18aavqlpk",556338193315010000,58310.3381944001,1,20.8577079772949,19.5189685821533,19.3621006011963,0.161341890692711,0.099200002849102,309.2832177,35.0195961,0.09,0.09,-1,0.289031237363815,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.579999983310699,19.5189685821533,19.3621006011963,0.161341890692711,0.099200002849102,"",""
"557357403315010011","ZTF18aavqlpk",557357403315010000,58311.3574073999,1,20.6808376312256,19.5209941864014,19.1706008911133,0.20037530362606,0.096500001847744,309.2832123,35.0195572,0.09,0.09,-1,0.383323132991791,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.453333348035812,19.5209941864014,19.1706008911133,0.20037530362606,0.096500001847744,"",""
"558415263315010007","ZTF18aavqlpk",558415263315010000,58312.4152662,2,20.7808036804199,15.3203382492065,15.3561000823975,0.0355206727981567,0.00490000005811453,309.283168,35.019565,0.09,0.09,-1,0.303409218788147,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.490000009536743,15.3203382492065,15.3561000823975,0.0355206727981567,0.00490000005811453,"",""
"559359683315010005","ZTF18aavqlpk",559359683315010000,58313.3596875002,1,20.9011650085449,19.3785152435303,19.4578990936279,0.107860617339611,0.105400003492832,309.283225,35.0195936,0.09,0.09,-1,0.311512649059296,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.803333342075348,19.3785152435303,19.4578990936279,0.107860617339611,0.105400003492832,"",""
"559385133315010011","ZTF18aavqlpk",559385133315010000,58313.3851389,2,20.8718719482422,15.3008232116699,15.3472003936768,0.0359128043055534,0.00460000010207295,309.2831553,35.0195613,0.09,0.09,-1,0.309100180864334,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.509999990463257,15.3008232116699,15.3472003936768,0.0359128043055534,0.00460000010207295,"",""
"560394933315010006","ZTF18aavqlpk",560394933315010000,58314.3949306002,1,20.5412082672119,19.4938945770264,19.3558006286621,0.186067387461662,0.118199996650219,309.2833986,35.0195798,0.09,0.09,-1,0.795615553855896,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.553333342075348,19.4938945770264,19.3558006286621,0.186067387461662,0.118199996650219,"",""
"560423483315010109","ZTF18aavqlpk",560423483315010100,58314.4234838001,2,20.4443435668945,15.2805032730103,15.3359003067017,0.0252771992236376,0.00490000005811453,309.2831686,35.0195588,0.09,0.09,-1,0.325448721647263,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.463333338499069,15.2805032730103,15.3359003067017,0.0252771992236376,0.00490000005811453,"",""
"561374103315010005","ZTF18aavqlpk",561374103315010000,58315.3741088002,2,20.712100982666,15.3062915802002,15.3339996337891,0.0374786630272865,0.00480000022798777,309.2831578,35.0195868,0.09,0.09,-1,0.219983443617821,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.616666674613953,15.3062915802002,15.3339996337891,0.0374786630272865,0.00480000022798777,"",""
"561416163315010008","ZTF18aavqlpk",561416163315010000,58315.4161689999,1,20.7130374908447,19.4770412445068,19.5767002105713,0.171454831957817,0.136899992823601,309.2833315,35.0195986,0.09,0.09,-1,0.586610376834869,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.673333346843719,19.4770412445068,19.5767002105713,0.171454831957817,0.136899992823601,"",""
"562351163315010005","ZTF18aavqlpk",562351163315010000,58316.3511689999,2,20.6610374450684,15.3192129135132,15.3290004730225,0.0425464026629925,0.00469999993219972,309.2831542,35.0195671,0.09,0.09,-1,0.287974327802658,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.589999973773956,15.3192129135132,15.3290004730225,0.0425464026629925,0.00469999993219972,"",""
"562379643315010005","ZTF18aavqlpk",562379643315010000,58316.3796412,1,20.9548892974854,19.447021484375,19.3432006835938,0.152386888861656,0.0907000005245209,309.283285,35.0195683,0.09,0.09,-1,0.508498072624207,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.623333334922791,19.447021484375,19.3432006835938,0.152386888861656,0.0907000005245209,"",""
"563423563315010004","ZTF18aavqlpk",563423563315010000,58317.4235648001,2,20.2916622161865,15.2913932800293,15.3373003005981,0.0398299396038055,0.00600000005215406,309.283148,35.0195835,0.09,0.09,-1,0.227269202470779,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.509999990463257,15.2913932800293,15.3373003005981,0.0398299396038055,0.00600000005215406,"",""
"564401793315010009","ZTF18aavqlpk",564401793315010000,58318.4017940001,1,20.9413108825684,19.4103698730469,19.1777992248535,0.131942719221115,0.0785999968647957,309.2833502,35.0195903,0.09,0.09,-1,0.64819997549057,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.566666662693024,19.4103698730469,19.1777992248535,0.131942719221115,0.0785999968647957,"",""
"565349723315010014","ZTF18aavqlpk",565349723315010000,58319.3497222001,2,20.6990661621094,15.28590965271,15.3253002166748,0.0258914902806282,0.0044999998062849,309.2831485,35.0195794,0.09,0.09,-1,0.242101594805717,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.626666665077209,15.28590965271,15.3253002166748,0.0258914902806282,0.0044999998062849,"",""
"567350263315010016","ZTF18aavqlpk",567350263315010050,58321.3502662,2,20.5834865570068,15.2720937728882,15.3122997283936,0.0280065629631281,0.00469999993219972,309.2831652,35.0195768,0.09,0.09,-1,0.260260671377182,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.566666662693024,15.2720937728882,15.3122997283936,0.0280065629631281,0.00469999993219972,"",""
"567401813315010015","ZTF18aavqlpk",567401813315010000,58321.4018171001,1,20.5558834075928,19.5489177703857,19.4475002288818,0.185342386364937,0.112400002777576,309.2834653,35.0195081,0.09,0.09,-1,1.07723081111908,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.513333320617676,19.5489177703857,19.4475002288818,0.185342386364937,0.112400002777576,"",""
"568389123315010007","ZTF18aavqlpk",568389123315010000,58322.3891204,2,20.7215099334717,15.2687950134277,15.2974004745483,0.0315581224858761,0.0044999998062849,309.2831521,35.0195772,0.09,0.09,-1,0.251118391752243,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.639999985694885,15.2687950134277,15.2974004745483,0.0315581224858761,0.0044999998062849,"",""
"568428683315010005","ZTF18aavqlpk",568428683315010000,58322.4286806001,1,20.7405986785889,19.401050567627,19.1611995697021,0.187216818332672,0.088699996471405,309.2834397,35.0195363,0.09,0.09,-1,0.964958846569061,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.393333345651627,19.401050567627,19.1611995697021,0.187216818332672,0.088699996471405,"",""
"569423643315010004","ZTF18aavqlpk",569423643315010000,58323.4236458,1,20.5289936065674,19.3433895111084,19.3815994262695,0.186412796378136,0.132799997925758,309.2833803,35.0195467,0.09,0.09,-1,0.790812015533447,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.626666665077209,19.3433895111084,19.3815994262695,0.186412796378136,0.132799997925758,"",""
"569469123315010014","ZTF18aavqlpk",569469123315010000,58323.4691204,2,20.4929428100586,15.250036239624,15.3046998977661,0.0307895950973034,0.00480000022798777,309.2831552,35.019568,0.09,0.09,-1,0.285172462463379,0.352764993906021,687,33,14.7749996185303,0.0149999996647239,0.533333361148834,15.250036239624,15.3046998977661,0.0307895950973034,0.00480000022798777,"",""
"570457583315010004","ZTF18aavqlpk",570457583315010000,58324.4575809999,1,20.1918525695801,19.4090023040771,19.3544998168945,0.138347908854485,0.172199994325638,309.2833291,35.0196055,0.09,0.09,-1,0.572970569133759,0.352764993906021,687,33,18.80299949646,0.025000000372529,0.646666646003723,19.4090023040771,19.3544998168945,0.138347908854485,0.172199994325638,"",""
