oid,candid,mjd,fid,magpsf,magpsf_corr,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmagap,sigmagap_corr,ra,dec,rb,alert.magnr,alert.sigmagnr,alert.ssnamenr,alert.sgscore2,alert.zpclrcov,alert.nmatches,alert.ndethist,alert.ypos,alert.elong,alert.aimagerat,alert.nbad,alert.clrcoeff,alert.neargaia,sgscore1,alert.magapbig,alert.seeratio,alert.ssnrms,alert.sgmag3,alert.magzpscirms,alert.sgmag1,alert.distpsnr1,alert.nid,alert.srmag1,alert.distpsnr3,alert.jdstartref,alert.drb,alert.szmag3,alert.pdiffimfilename,alert.jd,alert.tooflag,alert.srmag3,alert.ssmagnr,alert.ncovhist,alert.dsnrms,alert.dsdiff,alert.bimagerat,alert.magdiff,alert.sgmag2,alert.drbversion,alert.magzpsciunc,alert.zpmed,alert.maggaiabright,alert.distnr,alert.szmag2,alert.aimage,alert.objectidps3,alert.sigmagapbig,alert.sumrat,alert.ssdistnr,alert.simag1,alert.ranr,alert.nneg,alert.classtar,alert.rcid,isdiffpos,alert.magzpsci,alert.simag3,alert.chipsf,alert.jdendref,alert.programid,alert.nmtchps,alert.tblid,alert.scorr,alert.distpsnr2,alert.chinr,alert.sharpnr,alert.neargaiabright,alert.rbversion,alert.decnr,alert.bimage,alert.jdstarthist,alert.magfromlim,alert.clrmed,alert.candid,alert.diffmaglim,alert.jdendhist,alert.field,alert.exptime,alert.szmag1,alert.objectidps1,alert.objectidps2,alert.fwhm,alert.srmag2,alert.sky,alert.programpi,alert.simag2,alert.rfid,alert.xpos,alert.mindtoedge,alert.clrrms,alert.nframesref,alert.sgscore3,alert.clrcounc,alert.maggaia,alert.pid,alert.fid,alert.ra,alert.dec,alert.magpsf,alert.sigmapsf,alert.magap,alert.sigmagap,alert.rb,alert.magpsf_corr,alert.sigmapsf_corr,alert.magap_corr,alert.sigmagap_corr,alert.magref,alert.sigmagref,alert.parent_candid
ZTF17aadkbpx,1042534952315010003,58796.53515625,2,17.292495727539062,15.517507553100586,17.375,15.533109664916992,0.06610555201768875,0.01879972591996193,0.032499998807907104,0.015107898972928524,115.32440185546875,25.026273727416992,0.7514285445213318,15.752999305725098,0.017000000923871994,null,0.9983329772949219,,,221,489.3825988769531,1.0777438879013062,0.3060606122016907,0,,,1.0,17.370500564575195,1.1158407926559448,,-999.0,,16.01759910583496,0.2092299461364746,1042,15.671699523925781,15.912665367126465,2458154.75,,21.005599975585938,ztf_20191109534930_000615_zr_c06_o_q4_scimrefdiffimg.fits,2458797.0,0,22.025800704956055,-999.0,543,,,0.28398269414901733,0.08250399678945541,20.848100662231445,,,,,0.1475869119167328,18.6117000579834,0.7070000171661377,1.3803115215270707e+17,0.039500001817941666,0.8125444054603577,-999.0,15.838399887084961,115.32435607910156,5,0.7580000162124634,23,-1,,20.96310043334961,34.7840690612793,2458369.0,1,8,3,9.177560806274414,15.5572509765625,0.9919999837875366,-0.02800000086426735,,,25.026264190673828,0.656000018119812,2458042.0,2.809347629547119,,,20.18434715270996,2458797.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,2.309999942779541,19.591299057006836,-0.3613058030605316,Kulkarni,18.91860008239746,615120223,1188.1279296875,489.3825988769531,,15,0.01291669998317957,,,1042534957056.0,,,,,,,,,,,,,15.752999305725098,0.017000000923871994,-1000.0
ZTF17aadkbpx,1004494372315015003,58758.49609375,1,18.18081283569336,15.821754455566406,18.308300018310547,15.83553695678711,0.09413113445043564,0.014487501233816147,0.06440000236034393,0.011877080425620079,115.32433319091797,25.026155471801758,0.8728571534156799,15.95300006866455,0.010999999940395355,null,0.9983329772949219,,,139,519.1373901367188,1.10869562625885,0.39230769872665405,0,,,1.0,18.2814998626709,1.5425021648406982,,-999.0,,16.01759910583496,0.2702115476131439,1004,15.671699523925781,15.607173919677734,2458166.75,,21.005599975585938,ztf_20191002494375_000615_zg_c06_o_q4_scimrefdiffimg.fits,2458759.0,0,22.025800704956055,-999.0,298,,,0.35384616255760193,0.12748700380325317,20.848100662231445,,,,,0.3293085992336273,18.6117000579834,0.6629999876022339,1.3803115215270707e+17,0.07500000298023224,0.9199122786521912,-999.0,15.838399887084961,115.3243637084961,7,0.9990000128746033,23,1,,20.96310043334961,6.196452617645264,2458427.0,1,8,3,9.596077919006348,15.171366691589355,0.5389999747276306,-0.027000000700354576,,,25.0262451171875,0.5979999899864197,2458042.0,2.141287326812744,,,20.449586868286133,2458759.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,1.690000057220459,19.591299057006836,0.08924317359924316,Kulkarni,18.91860008239746,615120123,1179.870849609375,519.1373901367188,,15,0.01291669998317957,,,1004494389248.0,,,,,,,,,,,,,15.95300006866455,0.010999999940395355,-1000.0
ZTF17aadkbpx,696456372315010000,58450.45703125,1,17.753868103027344,15.763772964477539,17.739500045776367,15.761462211608887,0.06711571663618088,0.014164085499942303,0.049400001764297485,0.012200679630041122,115.3243637084961,25.02627182006836,0.8799999952316284,15.95300006866455,0.010999999940395355,null,0.9983329772949219,,,37,584.8828735351562,1.0144927501678467,0.27131783962249756,0,,,1.0,17.701900482177734,0.9493982791900635,,-999.0,,16.01759910583496,0.1772691160440445,696,15.671699523925781,15.779555320739746,2458166.75,,21.005599975585938,ztf_20181128456366_000615_zg_c06_o_q4_scimrefdiffimg.fits,2458451.0,0,22.025800704956055,-999.0,130,,,0.26744186878204346,-0.014368000440299511,20.848100662231445,,,,,0.09385529160499573,18.6117000579834,0.699999988079071,1.3803115215270707e+17,0.05950000137090683,1.0,-999.0,15.838399887084961,115.3243637084961,1,0.984000027179718,23,-1,,20.96310043334961,12.296751022338867,2458427.0,1,8,0,10.002847671508789,15.5668306350708,0.5389999747276306,-0.027000000700354576,,,25.0262451171875,0.6899999976158142,2458042.0,2.345903158187866,,,20.085403442382812,2458451.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,2.5799999237060547,19.591299057006836,-0.07288646697998047,Kulkarni,18.91860008239746,615120123,1111.4462890625,584.8828735351562,,15,0.01291669998317957,,,696456380416.0,,,,,,,,,,,,,15.95300006866455,0.010999999940395355,-1000.0
ZTF17aadkbpx,1024486882315010002,58778.48828125,2,17.28468894958496,15.51598072052002,17.37969970703125,15.53396987915039,0.06874100863933563,0.01919650100171566,0.048900000751018524,0.016518408432602882,115.32440185546875,25.0262508392334,0.9557142853736877,15.752999305725098,0.017000000923871994,null,0.9983329772949219,,,187,501.3713073730469,1.0426470041275024,0.47619664669036865,0,,,1.0,17.347200393676758,2.0,,-999.0,,16.01759910583496,0.1382007747888565,1024,15.671699523925781,15.8876371383667,2458154.75,,21.005599975585938,ztf_20191022486875_000615_zr_c06_o_q4_scimrefdiffimg.fits,2458779.0,0,22.025800704956055,-999.0,484,,,0.45671892166137695,0.09501100331544876,20.848100662231445,,,,,0.13416895270347595,18.6117000579834,0.7089999914169312,1.3803115215270707e+17,0.059700001031160355,1.0,-999.0,15.838399887084961,115.32435607910156,1,0.9959999918937683,23,-1,,20.96310043334961,9.235997200012207,2458369.0,1,8,2,14.612115859985352,15.478598594665527,0.9919999837875366,-0.02800000086426735,,,25.026264190673828,0.6800000071525574,2458042.0,2.1154403686523438,,,19.495140075683594,2458779.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,1.4888807535171509,19.591299057006836,0.5131840109825134,Kulkarni,18.91860008239746,615120223,1188.633544921875,501.3713073730469,,15,0.01291669998317957,,,1024486866944.0,,,,,,,,,,,,,15.752999305725098,0.017000000923871994,-1000.0
ZTF17aadkbpx,1030517532315010006,58784.515625,2,17.508792877197266,15.556436538696289,17.617799758911133,15.573748588562012,0.06163327768445015,0.01747511886060238,0.04270000010728836,0.015810076147317886,115.32440948486328,25.026145935058594,0.8042857050895691,15.752999305725098,0.017000000923871994,null,0.9983329772949219,,,196,501.0718078613281,1.0211960077285767,0.3450127840042114,0,,,1.0,17.63290023803711,1.0941548347473145,,21.534500122070312,,16.01759910583496,0.30296680331230164,1030,15.671699523925781,15.632969856262207,2458154.75,,-999.0,ztf_20191028517477_000615_zr_c06_o_q4_scimrefdiffimg.fits,2458785.0,0,21.44420051574707,-999.0,496,,,0.3378516733646393,0.10900799930095673,20.848100662231445,,,,,0.45378124713897705,18.6117000579834,1.3489999771118164,1.3802115346884198e+17,0.053300000727176666,1.0,-999.0,15.838399887084961,115.32435607910156,0,0.9879999756813049,23,-1,,21.10409927368164,2.4736154079437256,2458369.0,1,8,6,14.672651290893555,15.096575736999512,0.9919999837875366,-0.02800000086426735,,,25.026264190673828,1.3209999799728394,2458042.0,1.9391831159591675,,,19.556983947753906,2458785.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,3.9100000858306885,19.591299057006836,0.7121747732162476,Kulkarni,18.91860008239746,615120223,1147.937255859375,501.0718078613281,,15,0.0,,,1030517555200.0,,,,,,,,,,,,,15.752999305725098,0.017000000923871994,-1000.0
ZTF17aadkbpx,1027476492315010011,58781.4765625,1,17.65073585510254,15.74660587310791,17.712200164794922,15.757000923156738,0.0622997023165226,0.014108683913946152,0.03590000048279762,0.010931108146905899,115.32444763183594,25.026174545288086,0.9085714221000671,15.95300006866455,0.010999999940395355,null,0.9983329772949219,,,189,507.89520263671875,1.0428050756454468,0.3077957034111023,0,,,1.0,17.715999603271484,0.9591988921165466,,21.534500122070312,,16.01759910583496,0.2966269552707672,1027,15.671699523925781,15.64011001586914,2458166.75,,-999.0,ztf_20191025476493_000615_zg_c06_o_q4_scimrefdiffimg.fits,2458782.0,0,21.44420051574707,-999.0,489,,,0.29516127705574036,0.06146499887108803,20.848100662231445,,,,,0.354826420545578,18.6117000579834,1.1449999809265137,1.3802115346884198e+17,0.04340000078082085,1.0,-999.0,15.838399887084961,115.3243637084961,0,0.9819999933242798,23,-1,,21.10409927368164,4.071748733520508,2458427.0,1,8,11,14.658180236816406,15.183330535888672,0.5389999747276306,-0.027000000700354576,,,25.0262451171875,1.0980000495910645,2458042.0,2.4003453254699707,,,20.112545013427734,2458782.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,3.7200000286102295,19.591299057006836,0.12385889887809753,Kulkarni,18.91860008239746,615120123,1183.8353271484375,507.89520263671875,,15,0.0,,,1027476488192.0,,,,,,,,,,,,,15.95300006866455,0.010999999940395355,-1000.0
ZTF17aadkbpx,840172652315010011,58594.171875,1,18.015216827392578,15.801573753356934,17.99530029296875,15.79896068572998,0.06813865154981613,0.013047169893980026,0.055399999022483826,0.012033458799123764,115.32434844970703,25.026281356811523,0.7185714244842529,15.95300006866455,0.010999999940395355,null,0.9983329772949219,,,61,563.432373046875,1.0738853216171265,0.3497925400733948,0,,,1.0,18.02829933166504,1.1536657810211182,,-999.0,,16.01759910583496,0.22067135572433472,840,15.671699523925781,15.751791954040527,2458166.75,,21.005599975585938,ztf_20190421172616_000615_zg_c06_o_q4_scimrefdiffimg.fits,2458594.75,0,22.025800704956055,-999.0,187,,,0.32572615146636963,-0.019917000085115433,20.848100662231445,,,,,0.14316517114639282,18.6117000579834,0.8429999947547913,1.3803115215270707e+17,0.07020000368356705,1.0,-999.0,15.838399887084961,115.3243637084961,1,0.9800000190734863,23,-1,,20.96310043334961,3.675739288330078,2458427.0,1,8,11,16.767518997192383,15.60703182220459,0.5389999747276306,-0.027000000700354576,,,25.0262451171875,0.7850000262260437,2458042.0,2.129514217376709,,,20.124814987182617,2458594.75,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,2.4100000858306885,19.591299057006836,0.07251974195241928,Kulkarni,18.91860008239746,615120123,1120.964111328125,563.432373046875,,15,0.01291669998317957,,,840172634112.0,,,,,,,,,,,,,15.95300006866455,0.010999999940395355,-1000.0
ZTF17aadkbpx,710295242315015019,58464.296875,2,18.065658569335938,15.631086349487305,17.892900466918945,15.611376762390137,0.10029485076665878,0.01855652965605259,0.05000000074505806,0.016125304624438286,115.32447052001953,25.026121139526367,0.6066666841506958,15.752999305725098,0.017000000923871994,null,0.9983329772949219,,,39,580.34912109375,1.054635763168335,0.7026721239089966,0,,,1.0,17.869600296020508,2.0,,21.534500122070312,,16.01759910583496,0.49703502655029297,710,15.671699523925781,15.429338455200195,2458154.75,,-999.0,ztf_20181212295232_000615_zr_c06_o_q4_scimrefdiffimg.fits,2458464.75,0,21.44420051574707,-999.0,135,,,0.6662699580192566,-0.17275799810886383,20.848100662231445,,,,,0.6375218629837036,18.6117000579834,1.2740000486373901,1.3802115346884198e+17,0.05900000035762787,1.0,-999.0,15.838399887084961,115.32435607910156,0,0.968999981880188,23,1,,21.10409927368164,2.2257440090179443,2458369.0,1,8,19,7.548121929168701,14.977766990661621,0.9919999837875366,-0.02800000086426735,,,25.026264190673828,1.2079999446868896,2458042.0,2.019103765487671,,,19.912004470825195,2458464.75,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,1.8130789995193481,19.591299057006836,-0.9632120728492737,Kulkarni,18.91860008239746,615120223,1107.034423828125,580.34912109375,,15,0.0,,,710295224320.0,,,,,,,,,,,,,15.752999305725098,0.017000000923871994,-1000.0
ZTF17aadkbpx,991519512315015002,58745.51953125,1,18.217771530151367,15.825899124145508,18.029699325561523,15.803448677062988,0.12525948882102966,0.01694764383137226,0.09080000221729279,0.015112107619643211,115.32434844970703,25.02617073059082,0.9142857193946838,15.95300006866455,0.010999999940395355,null,0.9983329772949219,,,135,488.44989013671875,1.1776155233383179,0.3983539044857025,0,,,1.0,18.014699935913086,1.1525529623031616,,-999.0,,16.01759910583496,0.19743415713310242,991,15.671699523925781,15.672861099243164,2458166.75,,21.005599975585938,ztf_20190919519514_000615_zg_c06_o_q4_scimrefdiffimg.fits,2458746.0,0,22.025800704956055,-999.0,290,,,0.3382716178894043,-0.18807099759578705,20.848100662231445,,,,,0.2708756625652313,18.6117000579834,0.9679999947547913,1.3803115215270707e+17,0.11249999701976776,1.0,-999.0,15.838399887084961,115.3243637084961,0,0.996999979019165,23,1,,20.96310043334961,2.8230795860290527,2458427.0,1,8,2,11.726099014282227,15.216615676879883,0.5389999747276306,-0.027000000700354576,,,25.0262451171875,0.8220000267028809,2458042.0,1.5171805620193481,,,19.5468807220459,2458746.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,2.430000066757202,19.591299057006836,0.2651335895061493,Kulkarni,18.91860008239746,615120123,1190.5050048828125,488.44989013671875,,15,0.01291669998317957,,,991519506432.0,,,,,,,,,,,,,15.95300006866455,0.010999999940395355,-1000.0
ZTF17aadkbpx,1036528632315010006,58790.52734375,1,17.572509765625,15.732653617858887,17.58679962158203,15.73526382446289,0.06888682395219803,0.015515497885644436,0.028200000524520874,0.010357573628425598,115.32435607910156,25.026273727416992,0.9200000166893005,15.95300006866455,0.010999999940395355,null,0.9983329772949219,,,213,523.535888671875,1.0568989515304565,0.2692028880119324,0,,,1.0,17.60059928894043,0.9427459239959717,,-999.0,,16.01759910583496,0.1856433004140854,1036,15.671699523925781,15.780134201049805,2458166.75,,21.005599975585938,ztf_20191103528611_000615_zg_c06_o_q4_scimrefdiffimg.fits,2458791.0,0,22.025800704956055,-999.0,524,,,0.2547101378440857,0.014290000312030315,20.848100662231445,,,,,0.10249294340610504,18.6117000579834,0.7429999709129333,1.3803115215270707e+17,0.033900000154972076,0.9738907217979431,-999.0,15.838399887084961,115.3243637084961,3,1.0,23,-1,,20.96310043334961,37.307525634765625,2458427.0,1,8,6,27.697750091552734,15.575212478637695,0.5389999747276306,-0.027000000700354576,,,25.0262451171875,0.703000009059906,2458042.0,3.0608112812042236,,,20.647611618041992,2458791.0,615,,15.791099548339844,1.3803115215270707e+17,1.3802115346884198e+17,2.759999990463257,19.591299057006836,-0.3028639853000641,Kulkarni,18.91860008239746,615120123,1181.5599365234375,523.535888671875,,15,0.01291669998317957,,,1036528648192.0,,,,,,,,,,,,,15.95300006866455,0.010999999940395355,-1000.0
