oid,candid,mjd,fid,magpsf,magpsf_corr,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmagap,sigmagap_corr,ra,dec,rb,alert.magnr,alert.sigmagnr,alert.ssnamenr,alert.sgscore2,alert.zpclrcov,alert.nmatches,alert.ndethist,alert.ypos,alert.elong,alert.aimagerat,alert.nbad,alert.clrcoeff,alert.neargaia,sgscore1,alert.magapbig,alert.seeratio,alert.ssnrms,alert.sgmag3,alert.magzpscirms,alert.sgmag1,alert.distpsnr1,alert.nid,alert.srmag1,alert.distpsnr3,alert.jdstartref,alert.drb,alert.szmag3,alert.pdiffimfilename,alert.jd,alert.tooflag,alert.srmag3,alert.ssmagnr,alert.ncovhist,alert.dsnrms,alert.dsdiff,alert.bimagerat,alert.magdiff,alert.sgmag2,alert.drbversion,alert.magzpsciunc,alert.zpmed,alert.maggaiabright,alert.distnr,alert.szmag2,alert.aimage,alert.objectidps3,alert.sigmagapbig,alert.sumrat,alert.ssdistnr,alert.simag1,alert.ranr,alert.nneg,alert.classtar,alert.rcid,isdiffpos,alert.magzpsci,alert.simag3,alert.chipsf,alert.jdendref,alert.programid,alert.nmtchps,alert.tblid,alert.scorr,alert.distpsnr2,alert.chinr,alert.sharpnr,alert.neargaiabright,alert.rbversion,alert.decnr,alert.bimage,alert.jdstarthist,alert.magfromlim,alert.clrmed,alert.candid,alert.diffmaglim,alert.jdendhist,alert.field,alert.exptime,alert.szmag1,alert.objectidps1,alert.objectidps2,alert.fwhm,alert.srmag2,alert.sky,alert.programpi,alert.simag2,alert.rfid,alert.xpos,alert.mindtoedge,alert.clrrms,alert.nframesref,alert.sgscore3,alert.clrcounc,alert.maggaia,alert.pid,alert.parent_candid,alert.magref,alert.sigmagref
ZTF17aadueid,1184159742515010011,58938.16015625,2,18.921327590942383,15.63331127166748,18.801300048828125,15.639471054077148,0.16288518905639648,0.017590943723917007,0.12809999287128448,0.0172804594039917,112.34083557128906,25.722923278808594,0.8157142996788025,15.581999778747559,0.014999999664723873,null,0.011458300054073334,-3.189999915775843e-06,1798.0,20,1165.4322509765625,1.165116310119629,0.5897979736328125,0,0.10079500079154968,0.5039179921150208,0.9958329796791077,18.69029998779297,2.0,17.474559783935547,-999.0,0.03645699843764305,16.172000885009766,0.5055731534957886,1184,15.692299842834473,18.715837478637695,2458154.75,0.9586765766143799,19.901899337768555,ztf_20200330158634_000615_zr_c07_o_q2_scimrefdiffimg.fits,2458938.75,0,22.09910011291504,-999.0,1272,6.8733954429626465,-10.601163864135742,0.5062138438224792,-0.12002699822187424,21.741199493408203,d6_m7,2.333000111320871e-06,26.329999923706055,-999.0,0.6320846676826477,20.619400024414062,1.0019999742507935,1.388611202229207e+17,0.14190000295639038,1.0,-999.0,15.529800415039062,112.3407211303711,1,0.8309999704360962,25,-1,26.272327423095703,20.687599182128906,1.233418345451355,2458243.75,1,6,11,5.008214950561523,10.504700660705566,0.6039999723434448,-0.007000000216066837,-999.0,t17_f5_c3,25.723066329956055,0.8600000143051147,2458107.75,1.0089874267578125,0.5419999957084656,1.184159729463591e+18,19.810287475585938,2458938.75,615,30.0,15.44480037689209,1.388611202229207e+17,1.388611202229207e+17,1.6988868713378906,21.609100341796875,0.33375200629234314,Kulkarni,21.140499114990234,615120225,1109.166748046875,1109.166748046875,0.2617489993572235,15,0.9281309843063354,5.139199856785126e-06,15.59542465209961,1184159760384.0,,,
ZTF17aadueid,1009475522515010013,58763.4765625,1,19.044038772583008,16.053590774536133,19.175100326538086,16.061479568481445,0.1571427583694458,0.01504342071712017,0.13210000097751617,0.01358126848936081,112.34072875976562,25.7231502532959,0.7557142972946167,16.125,0.012000000104308128,null,0.011458300054073334,,,5,1062.4102783203125,1.027072787284851,0.460591584444046,0,,,0.9958329796791077,19.207000732421875,2.0,,22.283899307250977,,16.172000885009766,0.42186209559440613,1009,15.692299842834473,18.994165420532227,2458166.75,,-999.0,ztf_20191007475521_000615_zg_c07_o_q2_scimrefdiffimg.fits,2458764.0,0,22.004899978637695,-999.0,329,,,0.4484507739543915,0.13106200098991394,21.741199493408203,,,,,0.3415239155292511,20.619400024414062,0.6069999933242798,1.388611202229207e+17,0.16410000622272491,0.8298832774162292,-999.0,15.529800415039062,112.34073638916016,7,0.9549999833106995,25,-1,,21.6648006439209,6.0720062255859375,2458433.0,1,6,13,5.6240081787109375,11.390151023864746,0.33000001311302185,-0.023000000044703484,,,25.723054885864258,0.5910000205039978,2458107.75,1.309798240661621,,,20.48489761352539,2458764.0,615,,15.44480037689209,1.388611202229207e+17,1.388611202229207e+17,1.3178703784942627,21.609100341796875,-0.33231261372566223,Kulkarni,21.140499114990234,615120125,1118.6103515625,1062.4102783203125,,15,0.0,,,1009475518464.0,-1000.0,16.125,0.012000000104308128
