oid,candid,mjd,fid,magpsf,magpsf_corr,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmagap,sigmagap_corr,ra,dec,rb,alert.magnr,alert.sigmagnr,alert.ssnamenr,alert.sgscore2,alert.zpclrcov,alert.nmatches,alert.ndethist,alert.ypos,alert.elong,alert.aimagerat,alert.nbad,alert.clrcoeff,alert.neargaia,sgscore1,alert.magapbig,alert.seeratio,alert.ssnrms,alert.sgmag3,alert.magzpscirms,alert.sgmag1,alert.distpsnr1,alert.nid,alert.srmag1,alert.distpsnr3,alert.jdstartref,alert.drb,alert.szmag3,alert.pdiffimfilename,alert.jd,alert.tooflag,alert.srmag3,alert.ssmagnr,alert.ncovhist,alert.dsnrms,alert.dsdiff,alert.bimagerat,alert.magdiff,alert.sgmag2,alert.drbversion,alert.magzpsciunc,alert.zpmed,alert.maggaiabright,alert.distnr,alert.szmag2,alert.aimage,alert.objectidps3,alert.sigmagapbig,alert.sumrat,alert.ssdistnr,alert.simag1,alert.ranr,alert.nneg,alert.classtar,alert.rcid,isdiffpos,alert.magzpsci,alert.simag3,alert.chipsf,alert.jdendref,alert.programid,alert.nmtchps,alert.tblid,alert.scorr,alert.distpsnr2,alert.chinr,alert.sharpnr,alert.neargaiabright,alert.rbversion,alert.decnr,alert.bimage,alert.jdstarthist,alert.magfromlim,alert.clrmed,alert.candid,alert.diffmaglim,alert.jdendhist,alert.field,alert.exptime,alert.szmag1,alert.objectidps1,alert.objectidps2,alert.fwhm,alert.srmag2,alert.sky,alert.programpi,alert.simag2,alert.rfid,alert.xpos,alert.mindtoedge,alert.clrrms,alert.nframesref,alert.sgscore3,alert.clrcounc,alert.maggaia,alert.pid
ZTF20aatvpga,1184159742715015023,58938.16015625,2,11.737672805786133,11.737624168395996,11.771100044250488,11.771049499511719,0.020014913752675056,0.02001401223242283,0.0007999999797903001,0.0008000842644833028,113.46470642089844,24.543319702148438,0.6214285492897034,22.5989990234375,0.29899999499320984,63,0.02500000037252903,-2.8699998892989242e-06,1785,1,2315.142333984375,1.0009784698486328,0.23302961885929108,0,0.10241100192070007,33.095428466796875,0.777541995048523,11.757800102233887,0.7277169823646545,14380.451171875,21.906700134277344,0.03735300153493881,-999.0,12.977832794189453,1184,22.308700561523438,20.478927612304688,2458154.75,0.6347341537475586,18.92060089111328,ztf_20200330158634_000615_zr_c07_o_q4_scimrefdiffimg.fits,2458938.75,0,20.928199768066406,12.300000190734863,1238,6137.8955078125,-8242.5556640625,0.23280182480812073,0.03342700004577637,-999.0,d6_m7,2.171000005546375e-06,26.280000686645508,13.30083179473877,9.944153785705566,-999.0,1.0230000019073486,1.3744113531538637e+17,0.0007999999797903001,1.0,0.0,21.1830997467041,113.46604919433594,0,1.0,27,1,26.220672607421875,19.566699981689453,2761.16796875,2458381.0,1,5,23,95.88570404052734,14.402914047241211,1.0329999923706055,-0.05700000002980232,62.98773956298828,t17_f5_c3,24.540796279907227,1.0219999551773071,2458938.75,8.116793632507324,0.5590000152587891,1.184159729463591e+18,19.887893676757812,2458938.75,615,30.0,20.576799392700195,1.3745113399925146e+17,1.3744113531538637e+17,4.389999866485596,22.343700408935547,0.14208169281482697,Kulkarni,21.472200393676758,615120227,605.271728515625,605.271728515625,0.2745189964771271,15,0.988457977771759,4.496399924391881e-06,20.41852569580078,1184159760384.0
