oid,candid,mjd,fid,magpsf,magpsf_corr,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmagap,sigmagap_corr,ra,dec,rb,alert.magnr,alert.sigmagnr,alert.ssnamenr,alert.sgscore2,alert.zpclrcov,alert.nmatches,alert.ndethist,alert.ypos,alert.elong,alert.aimagerat,alert.nbad,alert.clrcoeff,alert.neargaia,sgscore1,alert.magapbig,alert.seeratio,alert.ssnrms,alert.sgmag3,alert.magzpscirms,alert.sgmag1,alert.distpsnr1,alert.nid,alert.srmag1,alert.distpsnr3,alert.jdstartref,alert.drb,alert.szmag3,alert.pdiffimfilename,alert.jd,alert.tooflag,alert.srmag3,alert.ssmagnr,alert.ncovhist,alert.dsnrms,alert.dsdiff,alert.bimagerat,alert.magdiff,alert.sgmag2,alert.drbversion,alert.magzpsciunc,alert.zpmed,alert.maggaiabright,alert.distnr,alert.szmag2,alert.aimage,alert.objectidps3,alert.sigmagapbig,alert.sumrat,alert.ssdistnr,alert.simag1,alert.ranr,alert.nneg,alert.classtar,alert.rcid,isdiffpos,alert.magzpsci,alert.simag3,alert.chipsf,alert.jdendref,alert.programid,alert.nmtchps,alert.tblid,alert.scorr,alert.distpsnr2,alert.chinr,alert.sharpnr,alert.neargaiabright,alert.rbversion,alert.decnr,alert.bimage,alert.jdstarthist,alert.magfromlim,alert.clrmed,alert.candid,alert.diffmaglim,alert.jdendhist,alert.field,alert.exptime,alert.szmag1,alert.objectidps1,alert.objectidps2,alert.fwhm,alert.srmag2,alert.sky,alert.programpi,alert.simag2,alert.rfid,alert.xpos,alert.mindtoedge,alert.clrrms,alert.nframesref,alert.sgscore3,alert.clrcounc,alert.maggaia,alert.pid,alert.sigmagref,alert.magref,alert.parent_candid
ZTF17aadjsxh,673370842115015032,58427.37109375,1,16.38617706298828,13.284740447998047,16.963899612426758,13.310796737670898,0.1259346604347229,0.01672719232738018,0.04639999940991402,0.015529889613389969,113.96922302246094,25.595050811767578,0.5633333325386047,13.348999977111816,0.01600000075995922,null,0.5,,,4,1624.0572509765625,1.0800000429153442,0.33124056458473206,0,,,0.9845830202102661,16.880300521850586,2.0,,-999.0,,13.42300033569336,0.9238119125366211,673,13.109000205993652,19.45119857788086,2458166.75,,20.338499069213867,ztf_20181105370833_000615_zg_c06_o_q2_scimrefdiffimg.fits,2458427.75,0,21.712200164794922,-999.0,112,,,0.30670422315597534,0.5777220129966736,-999.0,,,,,0.9094142913818359,20.54010009765625,0.8370000123977661,1.3871113996494438e+17,0.04650000110268593,1.0,-999.0,12.991000175476074,113.96895599365234,0,0.8240000009536743,21,1,,20.970399856567383,7.790158271789551,2458424.0,1,6,32,7.025475025177002,18.233959197998047,0.6830000281333923,-0.02800000086426735,,,25.59496307373047,0.7749999761581421,2458042.0,2.38881516456604,,,19.35271453857422,2458427.75,615,,12.944000244140625,1.3871113996494438e+17,1.3871113996494438e+17,2.5268642902374268,21.643400192260742,-0.36915120482444763,Kulkarni,20.954200744628906,615120121,2401.560302734375,670.939697265625,,15,0.5,,,673370865664.0,0.01600000075995922,13.348999977111816,-1000.0
